date,state,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease
4/19/2020,MS,7,26,0,300
4/19/2020,MT,0,0,322,7
4/19/2020,NC,8,0,2208,353
4/19/2020,ND,1,4,610,56
4/19/2020,NE,4,0,749,149
4/19/2020,NH,1,2,517,55
4/19/2020,NJ,171,0,4271,3881
4/19/2020,NM,2,16,932,87
4/19/2020,NV,4,0,745,102
4/19/2020,NY,507,1447,14969,6054
4/19/2020,OH,20,46,6878,1380
4/19/2020,OK,1,0,0,29
4/19/2020,OR,2,7,1389,66
4/19/2020,PA,276,0,3674,1215
4/19/2020,PR,2,0,225,95
4/19/2020,RI,14,27,1762,339
4/19/2020,SC,1,0,1516,131
4/19/2020,SD,0,6,309,93
4/19/2020,TN,3,5,6204,308
4/19/2020,TX,24,0,5808,663
4/19/2020,UT,2,8,3473,138
4/19/2020,VA,19,126,2318,484
4/19/2020,VI,0,0,158,0
4/19/2020,VT,0,0,238,4
4/19/2020,WA,17,0,1871,96
4/19/2020,WI,9,14,1361,163
4/19/2020,WV,2,0,513,78
4/19/2020,WY,0,0,755,4
4/18/2020,AK,0,0,200,5
4/18/2020,AL,2,26,4565,125
4/18/2020,AR,1,291,603,44
4/18/2020,AS,0,0,0,0
4/18/2020,AZ,8,52,1603,212
4/18/2020,CA,87,0,6617,1435
4/18/2020,CO,17,62,1105,372
4/18/2020,CT,0,0,0,0
4/18/2020,DC,5,0,435,190
4/18/2020,DE,10,0,0,0
4/18/2020,FL,55,177,10540,1150
4/18/2020,GA,23,96,2049,475
4/18/2020,GU,0,0,3,0
4/18/2020,HI,0,3,474,12
4/18/2020,IA,10,0,974,181
4/18/2020,ID,2,3,249,46
4/18/2020,IL,125,0,5656,1585
4/18/2020,IN,26,0,1601,487
4/18/2020,KS,2,8,690,85
4/18/2020,KY,8,37,756,93
4/18/2020,LA,54,0,5550,462
4/18/2020,MA,161,-28,7409,2402
4/18/2020,MD,41,145,2625,736
4/18/2020,ME,3,3,0,20
4/18/2020,MI,123,0,3846,709
4/18/2020,MN,10,43,1362,120
4/18/2020,MO,10,0,1808,234
4/18/2020,MP,0,0,0,1
4/18/2020,MS,12,46,0,181
4/18/2020,MT,2,1,321,4
4/18/2020,NC,12,0,2949,281
4/18/2020,ND,0,0,532,90
4/18/2020,NE,0,0,501,72
4/18/2020,NH,0,0,144,0
4/18/2020,NJ,286,0,2134,2953
4/18/2020,NM,7,12,1011,114
4/18/2020,NV,6,0,887,102
4/18/2020,NY,540,1983,16219,7090
4/18/2020,OH,33,95,0,1115
4/18/2020,OK,3,13,1811,105
4/18/2020,OR,2,22,1203,59
4/18/2020,PA,80,0,4964,1628
4/18/2020,PR,2,0,191,50
4/18/2020,RI,32,247,1370,283
4/18/2020,SC,10,101,2234,315
4/18/2020,SD,0,5,467,131
4/18/2020,TN,3,8,3140,173
4/18/2020,TX,25,0,5814,889
4/18/2020,UT,2,7,4047,126
4/18/2020,VA,27,75,2372,562
4/18/2020,VI,1,0,17,2
4/18/2020,VT,3,0,399,11
4/18/2020,WA,13,0,2393,175
4/18/2020,WI,6,23,1597,174
4/18/2020,WV,3,0,728,31
4/18/2020,WY,0,7,86,10
4/17/2020,AK,0,1,706,9
4/17/2020,AL,11,41,1272,185
4/17/2020,AR,0,0,744,75
4/17/2020,AS,0,0,0,0
4/17/2020,AZ,19,31,1559,273
4/17/2020,CA,95,0,3868,1346
4/17/2020,CO,17,57,902,395
4/17/2020,CT,65,0,1415,925
4/17/2020,DC,5,0,367,126
4/17/2020,DE,6,0,419,248
4/17/2020,FL,53,205,14367,1222
4/17/2020,GA,63,216,2220,1525
4/17/2020,GU,0,0,70,0
4/17/2020,HI,0,0,1146,11
4/17/2020,IA,4,0,926,191
4/17/2020,ID,0,5,388,22
4/17/2020,IL,62,0,5732,1842
4/17/2020,IN,42,0,3058,612
4/17/2020,KS,4,16,662,117
4/17/2020,KY,7,164,1285,138
4/17/2020,LA,57,0,4815,586
4/17/2020,MA,155,30,7097,2633
4/17/2020,MD,42,161,2378,788
4/17/2020,ME,2,3,0,31
4/17/2020,MI,143,0,4994,865
4/17/2020,MN,17,43,1284,182
4/17/2020,MO,13,0,897,172
4/17/2020,MP,0,0,15,0
4/17/2020,MS,11,54,0,169
4/17/2020,MT,1,2,301,7
4/17/2020,NC,21,0,1670,394
4/17/2020,ND,0,2,592,46
4/17/2020,NE,3,0,696,114
4/17/2020,NH,5,12,394,148
4/17/2020,NJ,364,0,2469,3150
4/17/2020,NM,8,15,981,113
4/17/2020,NV,4,0,1108,203
4/17/2020,NY,630,2068,15286,7358
4/17/2020,OH,29,93,2393,693
4/17/2020,OK,5,0,2613,108
4/17/2020,OR,6,13,1334,49
4/17/2020,PA,49,0,4197,1706
4/17/2020,PR,2,0,549,25
4/17/2020,RI,13,0,1500,290
4/17/2020,SC,2,0,1276,275
4/17/2020,SD,0,8,412,100
4/17/2020,TN,1,20,1897,327
4/17/2020,TX,35,0,10073,916
4/17/2020,UT,2,6,5971,122
4/17/2020,VA,23,107,1951,602
4/17/2020,VI,1,0,16,0
4/17/2020,VT,0,0,554,10
4/17/2020,WA,14,0,4772,351
4/17/2020,WI,8,32,1391,203
4/17/2020,WV,0,0,360,15
4/17/2020,WY,0,0,0,11
4/16/2020,AK,0,1,64,7
4/16/2020,AL,12,28,2082,232
4/16/2020,AR,4,-130,790,51
4/16/2020,AS,0,0,0,0
4/16/2020,AZ,8,45,1816,272
4/16/2020,CA,69,0,28156,1758
4/16/2020,CO,28,80,614,339
4/16/2020,CT,103,0,1850,1129
4/16/2020,DC,9,0,472,153
4/16/2020,DE,3,0,187,61
4/16/2020,FL,37,116,5353,386
4/16/2020,GA,35,186,3167,682
4/16/2020,GU,0,0,27,0
4/16/2020,HI,0,0,884,13
4/16/2020,IA,7,0,660,146
4/16/2020,ID,2,2,721,123
4/16/2020,IL,124,0,4520,1140
4/16/2020,IN,41,0,2132,587
4/16/2020,KS,4,17,1360,94
4/16/2020,KY,7,120,546,81
4/16/2020,LA,53,0,4077,581
4/16/2020,MA,165,89,7308,2522
4/16/2020,MD,30,220,2328,752
4/16/2020,ME,3,4,0,26
4/16/2020,MI,169,0,4446,922
4/16/2020,MN,7,30,1291,165
4/16/2020,MO,5,0,1420,216
4/16/2020,MP,0,0,0,0
4/16/2020,MS,7,37,0,264
4/16/2020,MT,0,1,342,11
4/16/2020,NC,14,0,2748,342
4/16/2020,ND,0,1,359,28
4/16/2020,NE,1,0,514,51
4/16/2020,NH,0,0,0,0
4/16/2020,NJ,421,0,3522,4287
4/16/2020,NM,0,34,467,77
4/16/2020,NV,8,0,686,110
4/16/2020,NY,606,2084,16062,8505
4/16/2020,OH,28,94,2665,623
4/16/2020,OK,8,18,1586,94
4/16/2020,OR,6,13,1514,73
4/16/2020,PA,60,0,2641,1245
4/16/2020,PR,5,0,490,69
4/16/2020,RI,18,0,2090,392
4/16/2020,SC,0,0,0,0
4/16/2020,SD,1,4,548,143
4/16/2020,TN,6,28,3970,183
4/16/2020,TX,29,0,5774,963
4/16/2020,UT,1,17,1923,141
4/16/2020,VA,13,66,1886,389
4/16/2020,VI,0,0,26,0
4/16/2020,VT,5,0,346,13
4/16/2020,WA,20,0,4393,309
4/16/2020,WI,15,30,1648,183
4/16/2020,WV,3,-164,613,37
4/16/2020,WY,0,0,89,8
4/15/2020,AK,0,2,308,8
4/15/2020,AL,11,32,723,237
4/15/2020,AR,3,0,614,89
4/15/2020,AS,0,0,0,0
4/15/2020,AZ,11,42,1058,156
4/15/2020,CA,63,0,13192,1086
4/15/2020,CO,21,63,588,250
4/15/2020,CT,197,0,3536,766
4/15/2020,DC,5,0,102,139
4/15/2020,DE,7,0,545,253
4/15/2020,FL,72,284,9185,1144
4/15/2020,GA,51,153,1531,764
4/15/2020,GU,0,0,32,0
4/15/2020,HI,0,1,370,13
4/15/2020,IA,4,0,888,96
4/15/2020,ID,6,6,273,11
4/15/2020,IL,80,0,4967,1346
4/15/2020,IN,48,0,1951,428
4/15/2020,KS,7,15,453,68
4/15/2020,KY,11,14,852,162
4/15/2020,LA,90,0,3073,433
4/15/2020,MA,173,21,3970,1861
4/15/2020,MD,48,109,1470,560
4/15/2020,ME,4,2,2468,36
4/15/2020,MI,140,0,3153,920
4/15/2020,MN,8,40,1540,156
4/15/2020,MO,14,0,825,209
4/15/2020,MP,0,0,0,0
4/15/2020,MS,11,49,0,273
4/15/2020,MT,0,1,344,5
4/15/2020,NC,9,0,2689,99
4/15/2020,ND,0,2,377,23
4/15/2020,NE,2,0,342,30
4/15/2020,NH,9,26,437,119
4/15/2020,NJ,409,0,2041,2206
4/15/2020,NM,5,0,818,62
4/15/2020,NV,9,0,871,123
4/15/2020,NY,752,2315,15298,11571
4/15/2020,OH,37,81,3040,511
4/15/2020,OK,15,22,871,79
4/15/2020,OR,3,20,958,30
4/15/2020,PA,63,0,2808,1145
4/15/2020,PR,6,0,541,51
4/15/2020,RI,7,0,1577,307
4/15/2020,SC,10,0,758,103
4/15/2020,SD,0,6,383,180
4/15/2020,TN,11,30,1809,256
4/15/2020,TX,46,0,4475,868
4/15/2020,UT,1,8,1008,130
4/15/2020,VA,41,1048,1077,329
4/15/2020,VI,0,0,5,0
4/15/2020,VT,1,0,422,9
4/15/2020,WA,9,0,4170,328
4/15/2020,WI,12,42,1329,207
4/15/2020,WV,1,0,556,62
4/15/2020,WY,1,0,353,10
4/14/2020,AK,1,0,510,8
4/14/2020,AL,11,36,3793,142
4/14/2020,AR,0,0,257,70
4/14/2020,AS,0,0,0,0
4/14/2020,AZ,9,49,645,104
4/14/2020,CA,71,0,10336,990
4/14/2020,CO,4,21,1201,7
4/14/2020,CT,69,0,924,608
4/14/2020,DC,14,0,247,103
4/14/2020,DE,7,0,348,136
4/14/2020,FL,54,227,6207,766
4/14/2020,GA,37,180,3866,908
4/14/2020,GU,0,0,41,0
4/14/2020,HI,0,0,571,5
4/14/2020,IA,6,0,0,189
4/14/2020,ID,6,3,206,27
4/14/2020,IL,74,0,3626,1222
4/14/2020,IN,38,0,1187,291
4/14/2020,KS,7,18,233,50
4/14/2020,KY,7,6,732,85
4/14/2020,LA,129,0,9829,502
4/14/2020,MA,118,131,3320,1315
4/14/2020,MD,37,147,1446,536
4/14/2020,ME,1,0,0,36
4/14/2020,MI,141,0,3612,911
4/14/2020,MN,9,44,1038,153
4/14/2020,MO,19,0,2252,298
4/14/2020,MP,0,0,0,2
4/14/2020,MS,13,47,6749,145
4/14/2020,MT,0,3,131,5
4/14/2020,NC,22,0,1443,208
4/14/2020,ND,1,2,125,10
4/14/2020,NE,1,0,328,57
4/14/2020,NH,0,0,368,35
4/14/2020,NJ,411,0,6065,4240
4/14/2020,NM,5,181,1355,100
4/14/2020,NV,8,0,1080,117
4/14/2020,NY,778,1717,13609,7177
4/14/2020,OH,50,123,2584,305
4/14/2020,OK,9,31,5295,115
4/14/2020,OR,2,12,1193,49
4/14/2020,PA,60,0,2693,1146
4/14/2020,PR,0,0,324,20
4/14/2020,RI,7,0,1559,267
4/14/2020,SC,15,179,2213,234
4/14/2020,SD,0,1,174,120
4/14/2020,TN,15,54,2423,213
4/14/2020,TX,31,0,12523,718
4/14/2020,UT,1,12,640,49
4/14/2020,VA,5,0,938,424
4/14/2020,VI,0,0,4,0
4/14/2020,VT,1,0,216,9
4/14/2020,WA,16,0,4356,302
4/14/2020,WI,16,56,1228,166
4/14/2020,WV,0,0,369,14
4/14/2020,WY,0,2,0,10
4/13/2020,AK,0,1,-213,5
4/13/2020,AL,6,20,7390,209
4/13/2020,AR,3,0,952,130
4/13/2020,AS,0,0,0,0
4/13/2020,AZ,7,48,1075,163
4/13/2020,CA,36,0,0,554
4/13/2020,CO,30,96,1870,791
4/13/2020,CT,48,0,1743,1346
4/13/2020,DC,3,0,214,80
4/13/2020,DE,5,0,571,146
4/13/2020,FL,18,61,12208,1246
4/13/2020,GA,31,84,1705,863
4/13/2020,GU,0,0,77,0
4/13/2020,HI,1,0,863,13
4/13/2020,IA,2,0,981,123
4/13/2020,ID,0,1,554,19
4/13/2020,IL,74,0,3860,1173
4/13/2020,IN,7,0,1742,308
4/13/2020,KS,6,11,572,39
4/13/2020,KY,3,208,1176,123
4/13/2020,LA,44,0,3625,421
4/13/2020,MA,155,971,4037,1413
4/13/2020,MD,49,115,1276,711
4/13/2020,ME,0,4,5520,65
4/13/2020,MI,142,0,2508,1036
4/13/2020,MN,0,0,637,148
4/13/2020,MO,4,0,0,228
4/13/2020,MP,0,0,0,0
4/13/2020,MS,2,1,9410,161
4/13/2020,MT,1,0,178,7
4/13/2020,NC,5,0,953,296
4/13/2020,ND,0,1,408,23
4/13/2020,NE,0,0,258,23
4/13/2020,NH,0,6,226,56
4/13/2020,NJ,164,0,0,2734
4/13/2020,NM,6,0,1752,71
4/13/2020,NV,5,0,718,135
4/13/2020,NY,671,2017,10419,6337
4/13/2020,OH,21,85,1498,371
4/13/2020,OK,3,11,0,99
4/13/2020,OR,1,10,1306,57
4/13/2020,PA,17,0,3536,1366
4/13/2020,PR,1,0,141,6
4/13/2020,RI,10,331,853,187
4/13/2020,SC,0,0,0,0
4/13/2020,SD,0,1,311,138
4/13/2020,TN,8,12,5216,302
4/13/2020,TX,16,0,8271,422
4/13/2020,UT,0,6,1493,60
4/13/2020,VA,8,0,943,473
4/13/2020,VI,0,0,23,0
4/13/2020,VT,1,0,551,7
4/13/2020,WA,17,0,4215,371
4/13/2020,WI,10,19,853,116
4/13/2020,WV,1,164,383,15
4/13/2020,WY,1,1,491,9
4/12/2020,AK,0,0,291,15
4/12/2020,AL,2,35,0,334
4/12/2020,AR,3,0,1090,54
4/12/2020,AS,0,0,0,0
4/12/2020,AZ,7,37,1433,146
4/12/2020,CA,42,0,15930,1179
4/12/2020,CO,24,64,1837,383
4/12/2020,CT,60,0,864,525
4/12/2020,DC,3,0,504,97
4/12/2020,DE,5,0,0,0
4/12/2020,FL,27,111,8959,861
4/12/2020,GA,5,26,2445,293
4/12/2020,GU,0,0,0,0
4/12/2020,HI,0,1,416,21
4/12/2020,IA,7,0,383,77
4/12/2020,ID,2,3,533,11
4/12/2020,IL,43,0,6914,1672
4/12/2020,IN,13,0,2781,493
4/12/2020,KS,1,5,841,69
4/12/2020,KY,4,0,132,147
4/12/2020,LA,34,0,6549,581
4/12/2020,MA,110,7,5348,2615
4/12/2020,MD,37,151,1995,531
4/12/2020,ME,0,6,0,17
4/12/2020,MI,168,0,2314,686
4/12/2020,MN,6,21,1132,58
4/12/2020,MO,1,0,1892,136
4/12/2020,MP,0,0,0,0
4/12/2020,MS,3,20,0,139
4/12/2020,MT,0,1,322,10
4/12/2020,NC,1,0,1538,208
4/12/2020,ND,1,3,255,15
4/12/2020,NE,0,0,615,91
4/12/2020,NH,1,12,388,44
4/12/2020,NJ,240,0,2843,3699
4/12/2020,NM,1,0,1511,83
4/12/2020,NV,3,0,888,136
4/12/2020,NY,758,2622,12385,8236
4/12/2020,OH,6,89,2418,354
4/12/2020,OK,2,0,0,102
4/12/2020,OR,4,21,2378,156
4/12/2020,PA,13,0,3559,1178
4/12/2020,PR,2,0,236,109
4/12/2020,RI,7,0,1448,289
4/12/2020,SC,2,0,1220,112
4/12/2020,SD,0,10,445,104
4/12/2020,TN,0,11,3655,194
4/12/2020,TX,17,0,3077,923
4/12/2020,UT,0,5,1591,97
4/12/2020,VA,11,0,1789,197
4/12/2020,VI,0,0,0,0
4/12/2020,VT,2,0,661,21
4/12/2020,WA,15,0,1392,89
4/12/2020,WI,7,24,1236,142
4/12/2020,WV,3,0,771,34
4/12/2020,WY,0,3,0,21
4/11/2020,AK,1,3,289,11
4/11/2020,AL,11,34,0,223
4/11/2020,AR,1,0,1403,55
4/11/2020,AS,0,0,0,0
4/11/2020,AZ,11,42,2515,281
4/11/2020,CA,68,0,7213,1143
4/11/2020,CO,0,0,0,0
4/11/2020,CT,46,0,2571,972
4/11/2020,DC,9,0,566,118
4/11/2020,DE,7,0,-791,153
4/11/2020,FL,48,174,9140,963
4/11/2020,GA,12,128,4892,676
4/11/2020,GU,1,0,31,3
4/11/2020,HI,2,1,1359,23
4/11/2020,IA,3,0,1057,122
4/11/2020,ID,1,1,627,43
4/11/2020,IL,81,0,3329,1293
4/11/2020,IN,30,0,3647,528
4/11/2020,KS,5,19,827,102
4/11/2020,KY,0,0,0,0
4/11/2020,LA,51,0,3874,761
4/11/2020,MA,114,72,4551,1888
4/11/2020,MD,43,296,2064,726
4/11/2020,ME,2,3,0,30
4/11/2020,MI,164,0,2644,808
4/11/2020,MN,7,23,1552,74
4/11/2020,MO,13,0,2207,225
4/11/2020,MP,0,0,0,0
4/11/2020,MS,11,46,0,173
4/11/2020,MT,0,5,272,12
4/11/2020,NC,6,0,2344,404
4/11/2020,ND,1,0,457,15
4/11/2020,NE,2,0,566,65
4/11/2020,NH,1,10,469,66
4/11/2020,NJ,323,0,3107,3563
4/11/2020,NM,0,0,0,0
4/11/2020,NV,5,0,722,116
4/11/2020,NY,783,2529,13149,9946
4/11/2020,OH,16,104,1526,372
4/11/2020,OK,6,18,420,74
4/11/2020,OR,4,12,1547,50
4/11/2020,PA,78,0,5458,1676
4/11/2020,PR,3,0,462,63
4/11/2020,RI,7,0,1727,280
4/11/2020,SC,8,0,1768,142
4/11/2020,SD,0,4,267,90
4/11/2020,TN,3,20,3777,252
4/11/2020,TX,28,0,3925,890
4/11/2020,UT,1,7,1680,104
4/11/2020,VA,9,-772,1972,568
4/11/2020,VI,0,0,26,1
4/11/2020,VT,1,0,561,20
4/11/2020,WA,18,0,2032,155
4/11/2020,WI,9,46,1455,157
4/11/2020,WV,0,0,874,23
4/11/2020,WY,0,0,462,3
4/10/2020,AK,0,1,198,11
4/10/2020,AL,6,35,0,199
4/10/2020,AR,2,0,2117,52
4/10/2020,AS,0,0,0,0
4/10/2020,AZ,8,45,462,94
4/10/2020,CA,49,0,200,1163
4/10/2020,CO,57,150,2599,855
4/10/2020,CT,68,0,2032,754
4/10/2020,DC,6,0,494,137
4/10/2020,DE,2,0,1732,119
4/10/2020,FL,36,219,9114,1167
4/10/2020,GA,37,192,4145,917
4/10/2020,GU,0,0,69,2
4/10/2020,HI,1,0,391,7
4/10/2020,IA,2,0,862,118
4/10/2020,ID,6,14,442,121
4/10/2020,IL,68,0,5205,1465
4/10/2020,IN,55,0,2351,556
4/10/2020,KS,8,11,579,60
4/10/2020,KY,17,459,2140,347
4/10/2020,LA,53,0,4391,970
4/10/2020,MA,107,133,5418,2035
4/10/2020,MD,34,65,2136,783
4/10/2020,ME,1,6,0,26
4/10/2020,MI,161,0,3167,1076
4/10/2020,MN,7,24,1664,95
4/10/2020,MO,19,0,1986,260
4/10/2020,MP,0,0,0,0
4/10/2020,MS,6,41,0,209
4/10/2020,MT,0,5,426,11
4/10/2020,NC,9,0,9579,257
4/10/2020,ND,1,2,609,9
4/10/2020,NE,1,0,603,68
4/10/2020,NH,3,6,376,31
4/10/2020,NJ,285,0,2770,3561
4/10/2020,NM,3,0,3065,226
4/10/2020,NV,10,0,850,128
4/10/2020,NY,777,2916,15761,10575
4/10/2020,OH,18,143,2222,366
4/10/2020,OK,8,13,1775,110
4/10/2020,OR,0,0,0,0
4/10/2020,PA,78,0,5666,1751
4/10/2020,PR,6,0,418,42
4/10/2020,RI,6,0,2374,404
4/10/2020,SC,5,255,543,273
4/10/2020,SD,0,2,411,89
4/10/2020,TN,4,31,2722,228
4/10/2020,TX,27,0,8143,1441
4/10/2020,UT,4,15,2263,126
4/10/2020,VA,12,87,1966,467
4/10/2020,VI,0,0,22,4
4/10/2020,VT,1,0,284,33
4/10/2020,WA,17,0,4172,309
4/10/2020,WI,17,61,1801,222
4/10/2020,WV,0,0,661,31
4/10/2020,WY,0,3,816,20
4/9/2020,AK,0,0,146,9
4/9/2020,AL,8,19,1305,400
4/9/2020,AR,3,0,302,119
4/9/2020,AS,0,0,0,0
4/9/2020,AZ,9,44,2322,292
4/9/2020,CA,50,0,17884,1352
4/9/2020,CO,14,83,879,226
4/9/2020,CT,103,0,2463,2003
4/9/2020,DC,5,0,358,83
4/9/2020,DE,2,0,1055,279
4/9/2020,FL,45,206,8506,909
4/9/2020,GA,17,166,1633,665
4/9/2020,GU,0,0,31,3
4/9/2020,HI,0,0,577,25
4/9/2020,IA,2,-193,882,125
4/9/2020,ID,3,20,611,22
4/9/2020,IL,66,0,4447,1344
4/9/2020,IN,42,0,856,408
4/9/2020,KS,4,40,532,60
4/9/2020,KY,8,0,0,197
4/9/2020,LA,50,0,4260,1253
4/9/2020,MA,110,183,5297,2151
4/9/2020,MD,30,138,2411,656
4/9/2020,ME,2,4,0,23
4/9/2020,MI,156,0,3254,1032
4/9/2020,MN,11,22,1728,103
4/9/2020,MO,19,0,4172,212
4/9/2020,MP,0,0,0,0
4/9/2020,MS,9,31,0,257
4/9/2020,MT,0,5,440,22
4/9/2020,NC,12,0,4597,225
4/9/2020,ND,1,0,420,18
4/9/2020,NE,2,0,674,48
4/9/2020,NH,0,0,374,0
4/9/2020,NJ,267,0,3186,3590
4/9/2020,NM,3,0,1491,71
4/9/2020,NV,9,0,1067,138
4/9/2020,NY,799,2870,15775,10621
4/9/2020,OH,20,117,2280,364
4/9/2020,OK,1,25,6774,160
4/9/2020,OR,11,2,981,82
4/9/2020,PA,29,0,5075,1989
4/9/2020,PR,9,0,437,63
4/9/2020,RI,8,0,1362,279
4/9/2020,SC,4,0,2493,240
4/9/2020,SD,0,1,345,54
4/9/2020,TN,15,56,2959,272
4/9/2020,TX,22,0,8999,877
4/9/2020,UT,0,10,2127,130
4/9/2020,VA,34,70,1984,397
4/9/2020,VI,0,0,9,1
4/9/2020,VT,0,-50,217,49
4/9/2020,WA,16,0,4128,363
4/9/2020,WI,12,53,1309,164
4/9/2020,WV,1,0,1257,61
4/9/2020,WY,0,1,77,17
4/8/2020,AK,1,4,142,13
4/8/2020,AL,10,43,3956,250
4/8/2020,AR,2,-18,838,54
4/8/2020,AS,0,0,0,0
4/8/2020,AZ,7,53,1038,151
4/8/2020,CA,68,0,11943,1092
4/8/2020,CO,29,85,962,257
4/8/2020,CT,0,0,0,0
4/8/2020,DC,5,0,231,229
4/8/2020,DE,4,0,0,0
4/8/2020,FL,13,63,4264,708
4/8/2020,GA,33,219,3991,1083
4/8/2020,GU,0,0,33,4
4/8/2020,HI,0,16,1584,23
4/8/2020,IA,1,0,1151,97
4/8/2020,ID,2,10,612,40
4/8/2020,IL,82,0,4805,1529
4/8/2020,IN,30,0,1669,436
4/8/2020,KS,11,0,523,146
4/8/2020,KY,6,0,1508,141
4/8/2020,LA,70,0,6005,746
4/8/2020,MA,100,288,4579,1588
4/8/2020,MD,31,104,5677,1158
4/8/2020,ME,2,2,0,18
4/8/2020,MI,151,0,2832,1100
4/8/2020,MN,5,29,1351,102
4/8/2020,MO,5,0,1851,290
4/8/2020,MP,0,0,12,3
4/8/2020,MS,8,33,0,88
4/8/2020,MT,0,3,400,13
4/8/2020,NC,7,0,1700,205
4/8/2020,ND,0,1,835,14
4/8/2020,NE,2,0,631,72
4/8/2020,NH,9,15,370,73
4/8/2020,NJ,338,0,2421,3021
4/8/2020,NM,1,0,312,108
4/8/2020,NV,10,0,1696,231
4/8/2020,NY,779,3050,14642,10453
4/8/2020,OH,26,141,2137,366
4/8/2020,OK,12,14,0,52
4/8/2020,OR,0,0,1499,58
4/8/2020,PA,69,0,5580,1680
4/8/2020,PR,1,0,300,47
4/8/2020,RI,5,0,1572,273
4/8/2020,SC,12,0,819,135
4/8/2020,SD,0,3,407,73
4/8/2020,TN,7,41,3520,224
4/8/2020,TX,23,0,6518,1091
4/8/2020,UT,0,10,1361,108
4/8/2020,VA,12,52,1688,312
4/8/2020,VI,0,0,20,2
4/8/2020,VT,0,5,356,23
4/8/2020,WA,14,0,4720,345
4/8/2020,WI,7,45,1603,215
4/8/2020,WV,0,0,436,50
4/8/2020,WY,0,0,54,87
4/7/2020,AK,0,0,8,22
4/7/2020,AL,6,31,0,151
4/7/2020,AR,0,11,722,71
4/7/2020,AS,0,0,0,0
4/7/2020,AZ,8,34,722,119
4/7/2020,CA,31,0,12269,1529
4/7/2020,CO,10,70,880,222
4/7/2020,CT,71,0,1475,875
4/7/2020,DC,-2,0,256,114
4/7/2020,DE,4,0,1307,255
4/7/2020,FL,60,317,13465,1423
4/7/2020,GA,100,442,935,1504
4/7/2020,GU,0,0,24,8
4/7/2020,HI,1,5,0,16
4/7/2020,IA,1,14,1017,102
4/7/2020,ID,3,6,182,69
4/7/2020,IL,73,0,4503,1287
4/7/2020,IN,34,0,2010,563
4/7/2020,KS,2,25,375,55
4/7/2020,KY,14,0,1135,53
4/7/2020,LA,70,0,4072,1417
4/7/2020,MA,67,164,3550,1365
4/7/2020,MD,22,47,1684,326
4/7/2020,ME,2,7,0,20
4/7/2020,MI,158,0,3082,1179
4/7/2020,MN,4,19,1448,102
4/7/2020,MO,14,0,1819,315
4/7/2020,MP,1,0,2,0
4/7/2020,MS,8,-98,0,177
4/7/2020,MT,0,4,175,20
4/7/2020,NC,13,0,5,351
4/7/2020,ND,1,1,478,12
4/7/2020,NE,2,0,433,38
4/7/2020,NH,0,11,318,46
4/7/2020,NJ,297,0,2616,3326
4/7/2020,NM,0,0,2627,62
4/7/2020,NV,12,0,876,134
4/7/2020,NY,731,2555,11073,8174
4/7/2020,OH,25,140,2128,332
4/7/2020,OK,16,36,10399,145
4/7/2020,OR,6,66,1157,49
4/7/2020,PA,78,-1145,5845,1579
4/7/2020,PR,2,0,534,60
4/7/2020,RI,3,0,1486,261
4/7/2020,SC,7,0,4336,368
4/7/2020,SD,2,0,216,32
4/7/2020,TN,7,56,5188,336
4/7/2020,TX,14,0,2306,986
4/7/2020,UT,0,10,1190,63
4/7/2020,VA,9,66,3669,455
4/7/2020,VI,0,0,0,0
4/7/2020,VT,0,0,484,33
4/7/2020,WA,22,0,5063,413
4/7/2020,WI,15,77,1938,198
4/7/2020,WV,0,0,2052,67
4/7/2020,WY,0,10,70,6
4/6/2020,AK,0,3,593,6
4/6/2020,AL,5,9,1515,172
4/6/2020,AR,0,7,1558,45
4/6/2020,AS,0,0,0,0
4/6/2020,AZ,1,59,4937,187
4/6/2020,CA,24,0,0,898
4/6/2020,CO,14,49,1488,385
4/6/2020,CT,17,0,2185,1231
4/6/2020,DC,2,0,520,99
4/6/2020,DE,5,0,0,0
4/6/2020,FL,18,110,8697,1173
4/6/2020,GA,18,49,2775,667
4/6/2020,GU,0,0,12,1
4/6/2020,HI,0,2,551,20
4/6/2020,IA,3,14,680,78
4/6/2020,ID,0,11,710,24
4/6/2020,IL,33,0,2953,1006
4/6/2020,IN,12,0,3006,533
4/6/2020,KS,3,15,763,98
4/6/2020,KY,5,0,2066,38
4/6/2020,LA,35,0,6984,1857
4/6/2020,MA,78,35,3155,1337
4/6/2020,MD,16,123,844,436
4/6/2020,ME,0,6,0,29
4/6/2020,MI,141,0,3108,1327
4/6/2020,MN,1,21,1065,113
4/6/2020,MO,5,0,2231,355
4/6/2020,MP,0,0,0,0
4/6/2020,MS,8,0,13052,100
4/6/2020,MT,0,0,174,13
4/6/2020,NC,2,0,396,285
4/6/2020,ND,0,1,408,18
4/6/2020,NE,0,0,820,46
4/6/2020,NH,0,6,290,48
4/6/2020,NJ,150,0,3281,3585
4/6/2020,NM,1,0,2227,81
4/6/2020,NV,3,0,681,117
4/6/2020,NY,599,2084,9873,8658
4/6/2020,OH,23,110,4215,407
4/6/2020,OK,5,10,21,75
4/6/2020,OR,0,0,1113,64
4/6/2020,PA,12,73,4613,1470
4/6/2020,PR,1,0,359,38
4/6/2020,RI,2,0,1577,206
4/6/2020,SC,0,0,0,0
